Active Status,Type,Item,Description,Preferred Vendor,Height,Width,Depth,MERV,MERV Value,Classification,Category_ID,
Active,Inventory Part,HVP20221,20x22x1 MERV10 High Capacity Pleat,Glasfloss Industries,20,22,1,MERV10,10,f,13,
Active,Inventory Part,HVP20241,20x24x1 MERV10 High Capacity Pleat,Glasfloss Industries,20,24,1,MERV10,10,f,13,
Active,Inventory Part,HVP20242,20x24x2 MERV10 High Capacity Pleat,Glasfloss Industries,20,24,2,MERV10,10,f,13,
Active,Inventory Part,HVP20242XM,20x24x2  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,24,2,,10,f,13,
Active,Inventory Part,HVP20244,20x24x4 MERV10 High Capacity Pleat,Glasfloss Industries,20,24,4,MERV10,10,f,13,
Active,Inventory Part,HVP20244XM,20x24x4 High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,24,4,,10,f,13,
Active,Inventory Part,HVP20246,20x24x6 MERV10 High Capacity Pleat,Glasfloss Industries,20,24,6,MERV10,10,f,13,
Active,Inventory Part,HVP20251,20x25x1 MERV10 High Capacity Pleat,Glasfloss Industries,20,25,1,MERV10,10,f,13,
Active,Inventory Part,HVP20251XM,20x25x1 High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,25,1,,10,f,13,
Active,Inventory Part,HVP20252,20x25x2 MERV10 High Capacity Pleat,Glasfloss Industries,20,25,2,MERV10,10,f,13,
Active,Inventory Part,HVP20252XM,20x25x2  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,25,2,,10,f,13,
Active,Inventory Part,HVP20254,20x25x4 MERV10 High Capacity Pleat,Glasfloss Industries,20,25,4,MERV10,10,f,13,
Active,Inventory Part,HVP20254XM,20x25x4 High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,25,4,,10,f,13,
Active,Inventory Part,HVP20301,20x30x1 MERV10 High Capacity Pleat,Glasfloss Industries,20,30,1,MERV10,10,f,13,
Active,Inventory Part,HVP20302,20x30x2 MERV10 High Capacity Pleat,Glasfloss Industries,20,30,2,MERV10,10,f,13,
Active,Inventory Part,HVP20302XM,20x30x2  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,30,2,,10,f,13,
Active,Inventory Part,HVP20321XM,20x32x1 Special  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,32,1,,10,f,13,
Active,Inventory Part,HVP20321XM-SP,20x32x1 Special High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,32,1,,10,f,13,
Active,Inventory Part,HVP21211,21x21x1 MERV10 High Capacity Pleat,Glasfloss Industries,21,21,1,MERV10,10,f,13,
Active,Inventory Part,HVP21282,21x28x2 MERV10 High Capacity Pleat,Glasfloss Industries,21,28,2,MERV10,10,f,13,
Active,Inventory Part,HVP22221,22x22x1 MERV10 High Capacity Pleat,Glasfloss Industries,22,22,1,MERV10,10,f,13,
Active,Inventory Part,HVP23234SP,23x23x4 SPECIAL MERV10 High Capacity Pleat,Glasfloss Industries,23,23,4,MERV10,10,f,13,
Active,Inventory Part,HVP24241,24x24x1 MERV10 High Capacity Pleat,Glasfloss Industries,24,24,1,MERV10,10,f,13,
Active,Inventory Part,HVP24242,24x24x2 MERV10 High Capacity Pleat,Glasfloss Industries,24,24,2,MERV10,10,f,13,
Active,Inventory Part,HVP24242XM,24x24x2  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,24,24,2,,10,f,13,
Active,Inventory Part,HVP24243HGTXM,"24.0 X 24.0 X 3.5 Special Gas Turbine style..High Capacity HVP Pleat, Made Using Extra Heavy Duty Screen",Glasfloss Industries,24,24,3.5,,10,f,13,
Active,Inventory Part,HVP24243HGTXM:HVP24244,24x24x4 MERV10 High Capacity Pleat,Glasfloss Industries,24,24,4,MERV10,10,f,13,
Active,Inventory Part,HVP24243HGTXM:HVP24244XM,24x24x4 High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,24,24,4,,10,f,13,
Active,Inventory Part,HVP24243HGTXM:MO83.5HC2424,23.3 x 23.3 x 3.5 High Capacity Heavy Gauge Wire filter MERV 8 W/ 2 Sets of Fingers,Zephyr Filtration,23.3,23.3,3.5,MERV 8,8,f,16,
Active,Inventory Part,HVP24246,24x24x6 MERV10 High Capacity Pleat,Glasfloss Industries,24,24,6,MERV10,10,f,13,
Active,Inventory Part,HVP24301,24x30x1 MERV10 High Capacity Pleat,Glasfloss Industries,24,30,1,MERV10,10,f,13,
Active,Inventory Part,HVP25251,25x25x1 MERV10 High Capacity Pleat,Glasfloss Industries,25,25,1,MERV10,10,f,13,
Active,Inventory Part,HVP25252,25x25x2 MERV10 High Capacity Pleat,Glasfloss Industries,25,25,2,MERV10,10,f,13,
Active,Inventory Part,HVP25252XM,25x25x2 High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,25,25,2,,10,f,13,
Active,Inventory Part,HVP25301SP,25x30x1 MERV10 Special High Capacity Pleat,Glasfloss Industries,25,30,1,MERV10,10,f,13,
Active,Inventory Part,HVP28294,28x29x4 MERV10 High Capacity Pleat,Glasfloss Industries,28,29,4,MERV10,10,f,13,
Active,Inventory Part,HVP28311SPC,28x31x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,28,31,1,MERV10,10,f,13,
Active,Inventory Part,HVP5.511.52SPC,5.5x11.5x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,5.5,11.5,2,MERV10,10,f,13,
Active,Inventory Part,HVP8221SPC,8x22x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,8,22,1,MERV10,10,f,13,
Active,Inventory Part,HVP8221XM,8x22x1 Special  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,8,22,1,,10,f,13,
Active,Inventory Part,HVP8221XM-SP,8x22x1 Special High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,8,22,1,,10,f,13,
Active,Inventory Part,HVP8241SPC,8.875 x 24.125 x 1  MERV10 High Capacity Pleat EXACT,Glasfloss Industries,8.875,24.125,1,MERV10,10,f,13,
Active,Inventory Part,HVP9251SPC,9x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,9,25,1,MERV10,10,f,13,
Active,Inventory Part,HVP991SPC,11x11x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,11,11,1,MERV10,10,f,13,
Active,Inventory Part,HVPSP12242E,12 x 24 x 2 MERV10 High Capacity Pleat  Exact Size,Glasfloss Industries,12,24,2,MERV10,10,f,13,
Active,Inventory Part,HVPSP15271,15 x 27 x 1 Special HVP Pleat,Glasfloss Industries,15,27,1,,10,f,13,
Active,Inventory Part,HVPSP18202E,18 x 20 x 2 MERV10 High Capacity Pleat Exact Size,Glasfloss Industries,18,20,2,MERV10,10,f,13,
Active,Inventory Part,HVPSP2330H4,23x30.5x4 Special MERV10 High Capacity Pleat,Glasfloss Industries,23,30.5,4,MERV10,10,f,13,
Active,Inventory Part,HVPSP727M2E-,HVPSP727M2E/03 ..Special Pleat CTO Model..7.000 x 27.750 x 2.000 Special HV Pleat..Exact Size Using .5-HVP20302-PRD..Special/Special,Glasfloss Industries,7,27.75,2,,10,f,13,
Not-active,Inventory Part,JHF 405-PAE-PP,"LiquiPleat H Series Filter Cartridge, Pleated Polypropylene Media, 5..Micron @ 99.98% Efficiency, 6"" OD x 40"" L..***Equivalent to Pall HFU640UY0609***",MISC,6,40,,99.98%,17,f,5,
Active,Inventory Part,LD12005045-50,"V-Deck 1.20 OZ x 0.50"" x 45"" x 50 YARD","American Nonwoven, Inc. / VFT INC.",0.5,45,50,,,m,16,
Active,Inventory Part,LD12005055-50,"V-Deck 1.20 OZ x 0.50"" x 55 x 50 YARD","American Nonwoven, Inc. / VFT INC.",0.5,55,50,,,m,16,
Active,Inventory Part,M-MV-E10-03,"MV-H10-03..Size 24x24x12, E10..Mikropor MV Mini Pleat Filters Gasketed Down..Stream",Mikropor America,24,24,12,,15,f,13,
Active,Inventory Part,M-MV-F9-01-D,"MV-F9-01-D..Size 12x24x12, MERV 15..Mikropor MV Mini Pleat Filters Gasketed Down..Stream",SoCal Filters and Service,12,24,12,MERV 15,15,f,13,
Active,Inventory Part,M-MV-F9-03-D,"MV-F9-03-D..Size 24x24x12, MERV 15..Mikropor MV Mini Pleat with Downstream Gasket",SoCal Filters and Service,24,24,12,MERV 15,15,f,13,
Active,Inventory Part,M-MV6-F8-03,"M-MV6-F8-03..Size 24x24x12, MERV 15..Mikropor MV 6"" Vee Banks with Downstream Gasket",Mikropor America,24,24,12,MERV 15,15,f,4,
Active,Inventory Part,M1112204,12x20x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,12,20,4,MERV 11,11,f,13,
Active,Inventory Part,M1112242,12x24x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,12,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1112242XM,12x24x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,12,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1112244,12x24x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,12,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1112244XM,12x24x4 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,12,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1114301,14x30x1 (MERV 11) High Capacity Pleat,Glasfloss Industries,14,30,1,MERV 11,11,f,13,
Active,Inventory Part,M1116202,16x20x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,16,20,2,MERV 11,11,f,13,
Active,Inventory Part,M1116202XM,16x20x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,16,20,2,MERV 11,11,f,13,
Active,Inventory Part,M1116204,16x20x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,16,20,4,MERV 11,11,f,13,
Active,Inventory Part,M1116242,16x24x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,16,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1116244SP,16x24x4 (MERV 11) SPECIAL High Capacity Pleat,Glasfloss Industries,16,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1116252,16x25x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,16,25,2,MERV 11,11,f,13,
Active,Inventory Part,M1116252XM,16x25x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,16,25,2,MERV 11,11,f,13,
Active,Inventory Part,M1116254,16x25x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,16,25,4,MERV 11,11,f,13,
Active,Inventory Part,M1118244,18x24x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,18,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1120202,20x20x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,20,2,MERV 11,11,f,13,
Active,Inventory Part,M1120202XM,20x20x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,20,2,MERV 11,11,f,13,
Active,Inventory Part,M1120204,20x20x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,20,4,MERV 11,11,f,13,
Active,Inventory Part,M1120242,20x24x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1120242XM,20x24x2 (MERV 11)  High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1120244,20x24x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1120252,20x25x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,25,2,MERV 11,11,f,13,
Active,Inventory Part,M1120252XM,20x25x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,20,25,2,MERV 11,11,f,13,
Active,Inventory Part,M1124124,12x24x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,12,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1124242,24x24x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,24,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1124242XM,24x24x2 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,24,24,2,MERV 11,11,f,13,
Active,Inventory Part,M1124244,24x24x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,24,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1124244XM,24x24x4 (MERV 11) High Capacity Pleat w/Heavy Expanded Metal,Glasfloss Industries,24,24,4,MERV 11,11,f,13,
Active,Inventory Part,M1125252,25x25x2 (MERV 11) High Capacity Pleat,Glasfloss Industries,25,25,2,MERV 11,11,f,13,
Active,Inventory Part,M1310101,10x10x1 MERV 13 Pleated Filter,Glasfloss Industries,10,10,1,MERV 13,13,f,13,
Active,Inventory Part,M1310121SP,10x12x1 MERV 13 Pleated Filter,Glasfloss Industries,10,12,1,MERV 13,13,f,13,
Active,Inventory Part,M1310151SP,10x15x1 Special MERV 13 Pleated Filter,Glasfloss Industries,10,15,1,MERV 13,13,f,13,
Active,Inventory Part,M1310182SP,10x18x2 MERV 13 Pleated Filter,Glasfloss Industries,10,18,2,MERV 13,13,f,13,
Active,Inventory Part,M1310201,10x20x1 MERV 13 Pleated Filter,Glasfloss Industries,10,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1310202,10x20x2 MERV 13 Pleated Filter,Glasfloss Industries,10,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1310241,10x24x1 MERV 13 Pleated Filter,Glasfloss Industries,10,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1310251,10x25x1 MERV 13 Pleated Filter,Glasfloss Industries,10,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1310252,10x25x2 MERV 13 Pleated Filter,Glasfloss Industries,10,25,2,MERV 13,13,f,13,
Active,Inventory Part,M1310301,10x30x1 MERV 13 Pleated Filter,Glasfloss Industries,10,30,1,MERV 13,13,f,13,
Active,Inventory Part,M1310331SP,10x33x1 Special MERV 13 Pleated Filter,Glasfloss Industries,10,33,1,MERV 13,13,f,13,
Active,Inventory Part,M1312121,12x12x1 MERV 13 Pleated Filter,Glasfloss Industries,12,12,1,MERV 13,13,f,13,
Active,Inventory Part,M1312122,12x12x2 MERV 13 Pleated Filter,Glasfloss Industries,12,12,2,MERV 13,13,f,13,
Active,Inventory Part,M1312124,12x12x4 MERV 13 Pleated Filter,Glasfloss Industries,12,12,4,MERV 13,13,f,13,
Active,Inventory Part,M1312201,12x20x1 MERV 13 Pleated Filter,Glasfloss Industries,12,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1312202,12x20x2 MERV 13 Pleated Filter,Glasfloss Industries,12,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1312241,12x24x1 MERV 13 Pleated Filter,Glasfloss Industries,12,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1312242,12x24x2 MERV 13 Pleated Filter,Glasfloss Industries,12,24,2,MERV 13,13,f,13,
Active,Inventory Part,M1312244,12x24x4 MERV 13 Pleated Filter,Glasfloss Industries,12,24,4,MERV 13,13,f,13,
Active,Inventory Part,M1312251,12x25x1 MERV 13 Pleated Filter,Glasfloss Industries,12,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1312301,12x30x1 MERV 13 Pleated Filter,Glasfloss Industries,12,30,1,MERV 13,13,f,13,
Active,Inventory Part,M1314141,14x14x1 MERV 13 Pleated Filter,Glasfloss Industries,14,14,1,MERV 13,13,f,13,
Active,Inventory Part,M1314142SP,Special 14x14x2 MERV 13 Pleated Filter,Glasfloss Industries,14,14,2,MERV 13,13,f,13,
Active,Inventory Part,M1314182,14x18x2 SPECIAL MERV 13 Pleated Filter,Glasfloss Industries,14,18,2,MERV 13,13,f,13,
Active,Inventory Part,M1314191SP,14x19x1 Special MERV 13 Pleated Filter,Glasfloss Industries,14,19,1,MERV 13,13,f,13,
Active,Inventory Part,M1314201,14x20x1 MERV 13 Pleated Filter,Glasfloss Industries,14,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1314201SP,14x20x1 MERV 13 Pleated Filter,Glasfloss Industries,14,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1314202,14x20x2 MERV 13 Pleated Filter,Glasfloss Industries,14,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1314211SP,14x21x1 MERV 13 Pleated Filter,Glasfloss Industries,14,21,1,MERV 13,13,f,13,
Active,Inventory Part,M1314241,14x24x1 MERV 13 Pleated Filter,Glasfloss Industries,14,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1314251,14x25x1 MERV 13 Pleated Filter,Glasfloss Industries,14,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1314252,14x25x2 MERV 13 Pleated Filter,Glasfloss Industries,14,25,2,MERV 13,13,f,13,
Active,Inventory Part,M1314261SP,14x26x1 MERV 13 Pleated Filter,Glasfloss Industries,14,26,1,MERV 13,13,f,13,
Active,Inventory Part,M1314301,14x30x1 MERV 13 Pleated Filter,Glasfloss Industries,14,30,1,MERV 13,13,f,13,
Active,Inventory Part,M1315.5241SP,15.5x24x1 Special MERV 13 Pleated Filter,Glasfloss Industries,15.5,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1315.5242SP,15.5x24x2 Special MERV 13 Pleated Filter,Glasfloss Industries,15.5,24,2,MERV 13,13,f,13,
Active,Inventory Part,M1315181SP,15x18x1 Special MERV 13 Pleated Filter,Glasfloss Industries,15,18,1,MERV 13,13,f,13,
Active,Inventory Part,M1315201,15x20x1 MERV 13 Pleated Filter,Glasfloss Industries,15,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1315202,15x20x2 MERV 13 Pleated Filter,Glasfloss Industries,15,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1315241SP,15x24x1 Special MERV 13 Pleated Filter,Glasfloss Industries,15,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1315251SP,15x25x1 MERV 13 Pleated Filter,Glasfloss Industries,15,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1315301SP,15x30x1 Special MERV 13 Pleated Filter,Glasfloss Industries,15,30,1,MERV 13,13,f,13,
Active,Inventory Part,M131530K1,15x30 5/8x1 MERV 13 Pleated Filter,Glasfloss Industries,15,30.625,1,MERV 13,13,f,13,
Active,Inventory Part,M1315311SP,15x31x1 Special MERV 13 Pleated Filter,Glasfloss Industries,15,31,1,MERV 13,13,f,13,
Active,Inventory Part,M1316161,16x16x1 MERV 13 Pleated Filter,Glasfloss Industries,16,16,1,MERV 13,13,f,13,
Active,Inventory Part,M1316162,16x16x2 MERV 13 Pleated Filter,Glasfloss Industries,16,16,2,MERV 13,13,f,13,
Active,Inventory Part,M1316164SP,16x16x4 Special MERV 13 Pleated Filter,Glasfloss Industries,16,16,4,MERV 13,13,f,13,
Active,Inventory Part,M1316171SP,16x17.5x1 MERV 13 Pleated Filter,Glasfloss Industries,16,17.5,1,MERV 13,13,f,13,
Active,Inventory Part,M1316181SP,16x18x1 Special MERV 13 Pleated Filter,Glasfloss Industries,16,18,1,MERV 13,13,f,13,
Active,Inventory Part,M1316182SP,16x18x2 Special MERV 13 Pleated Filter,Glasfloss Industries,16,18,2,MERV 13,13,f,13,
Active,Inventory Part,M1316184SP,16x18x4 Special MERV 13 Pleated Filter,Glasfloss Industries,16,18,4,MERV 13,13,f,13,
Active,Inventory Part,M1316191SP,16x19x1 Special MERV 13 Pleated Filter,Glasfloss Industries,16,19,1,MERV 13,13,f,13,
Active,Inventory Part,M1316201,16x20x1 MERV 13 Pleated Filter,Glasfloss Industries,16,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1316202,16x20x2 MERV 13 Pleated Filter,Glasfloss Industries,16,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1316204,16x20x4 MERV 13 Pleated Filter,Glasfloss Industries,16,20,4,MERV 13,13,f,13,
Active,Inventory Part,M1316211SP,16x21x1 MERV 13 Pleated Filter,Glasfloss Industries,16,21,1,MERV 13,13,f,13,
Active,Inventory Part,M1316222SP,16x22x2 MERV 13 Pleated Filter,Glasfloss Industries,16,22,2,MERV 13,13,f,13,
Active,Inventory Part,M1316231SP,16x23x1 MERV 13 Pleated Filter,Glasfloss Industries,16,23,1,MERV 13,13,f,13,
Active,Inventory Part,M1316241,16x24x1 MERV 13 Pleated Filter,Glasfloss Industries,16,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1316242,16x24x2 MERV 13 Pleated Filter,Glasfloss Industries,16,24,2,MERV 13,13,f,13,
Active,Inventory Part,M1316251,16x25x1 MERV 13 Pleated Filter,Glasfloss Industries,16,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1316252,16x25x2 MERV 13 Pleated Filter,Glasfloss Industries,16,25,2,MERV 13,13,f,13,
Active,Inventory Part,M1316254,16x25x4 MERV 13 Pleated Filter,Glasfloss Industries,16,25,4,MERV 13,13,f,13,
Active,Inventory Part,M1316291SP,16x29x1 MERV 13 Pleated Filter,Glasfloss Industries,16,29,1,MERV 13,13,f,13,
Active,Inventory Part,M1316301,16x30x1 MERV 13 Pleated Filter,Glasfloss Industries,16,30,1,MERV 13,13,f,13,
Active,Inventory Part,M1316302SP,16x30x2 Special MERV 13 Pleated Filter,Glasfloss Industries,16,30,2,MERV 13,13,f,13,
Active,Inventory Part,M1316321SP,16x32x1 Special MERV 13 Pleated Filter,Glasfloss Industries,16,32,1,MERV 13,13,f,13,
Active,Inventory Part,M1316322SP,16x32x2 Special MERV 13 Pleated Filter,Glasfloss Industries,16,32,2,MERV 13,13,f,13,
Active,Inventory Part,M1316451SP,16x45x1 MERV 13 Pleated Filter,Glasfloss Industries,16,45,1,MERV 13,13,f,13,
Active,Inventory Part,M1317201SP,17x20x1 MERV 13 Pleated Filter,Glasfloss Industries,17,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1317211SP,17x21x1 MERV 13 Pleated Filter,Glasfloss Industries,17,21,1,MERV 13,13,f,13,
Active,Inventory Part,M1317221SP,17x22x1 Special MERV 13 Pleated Filter,Glasfloss Industries,17,22,1,MERV 13,13,f,13,
Active,Inventory Part,M1317241SP,17x24x1 MERV 13 Pleated Filter,Glasfloss Industries,17,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1317281SP,17x22x1 Special MERV 13 Pleated Filter,Glasfloss Industries,17,22,1,MERV 13,13,f,13,
Active,Inventory Part,M1318102SP,18x10x2 Special MERV 13 Pleated Filter,Glasfloss Industries,18,10,2,MERV 13,13,f,13,
Active,Inventory Part,M1318181,18x18x1 MERV 13 Pleated Filter,Glasfloss Industries,18,18,1,MERV 13,13,f,13,
Active,Inventory Part,M1318182,18x18x2 MERV 13 Pleated Filter,Glasfloss Industries,18,18,2,MERV 13,13,f,13,
Active,Inventory Part,M1318201,18x20x1 MERV 13 Pleated Filter,Glasfloss Industries,18,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1318202,18x20x2 MERV 13 Pleated Filter,Glasfloss Industries,18,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1318222SP,18x22x2 Special MERV 13 Pleated Filter,Glasfloss Industries,18,22,2,MERV 13,13,f,13,
Active,Inventory Part,M1318241,18x24x1 MERV 13 Pleated Filter,Glasfloss Industries,18,24,1,MERV 13,13,f,13,
Active,Inventory Part,M1318242,18x24x2 MERV 13 Pleated Filter,Glasfloss Industries,18,24,2,MERV 13,13,f,13,
Active,Inventory Part,M1318244,18x24x4 MERV 13 Pleated Filter,Glasfloss Industries,18,24,4,MERV 13,13,f,13,
Active,Inventory Part,M1318251,18x25x1 MERV 13 Pleated Filter,Glasfloss Industries,18,25,1,MERV 13,13,f,13,
Active,Inventory Part,M1318252,18x25x2 MERV 13 Pleated Filter,Glasfloss Industries,18,25,2,MERV 13,13,f,13,
Active,Inventory Part,M1318301,18x30x1 MERV 13 Pleated Filter,Glasfloss Industries,18,30,1,MERV 13,13,f,13,
Active,Inventory Part,M1319252SP,19x25x2 Special MERV 13 Pleated Filter,Glasfloss Industries,19,25,2,MERV 13,13,f,13,
Active,Inventory Part,M1319261SP,19x26x1 MERV 13 Pleated Filter,Glasfloss Industries,19,26,1,MERV 13,13,f,13,
Active,Inventory Part,M1319471SP,19x47x1 MERV 13 Pleated Filter,Glasfloss Industries,19,47,1,MERV 13,13,f,13,
Active,Inventory Part,M1320201,20x20x1 MERV 13 Pleated Filter,Glasfloss Industries,20,20,1,MERV 13,13,f,13,
Active,Inventory Part,M1320202,20x20x2 MERV 13 Pleated Filter,Glasfloss Industries,20,20,2,MERV 13,13,f,13,
Active,Inventory Part,M1320204,20x20x4 MERV 13 Pleated Filter,Glasfloss Industries,20,20,4,MERV 13,13,f,13,
Active,Inventory Part,M1320211SP,20x21x1 MERV 13 Pleated Filter,Glasfloss Industries,20,21,1,MERV 13,13,f,13,
Active,Inventory Part,M1320221,20x22x1 MERV 13 Pleated Filter,Glasfloss Industries,20,22,1,MERV 13,13,f,13,
Active,Inventory Part,M1320241,20x24x1 MERV 13 Pleated Filter,Glasfloss Industries,20,24,1,MERV 13,13,f,13,
